Country or Area,Year,Area,Sex,Age,Record Type,Reliability,Source Year,Value
Chile,2019,Total,Both Sexes,27,Estimate - de facto,"Final figure, complete",2019,303413
Chile,2019,Total,Both Sexes,28,Estimate - de facto,"Final figure, complete",2019,308468
Chile,2019,Total,Both Sexes,29,Estimate - de facto,"Final figure, complete",2019,310746
Chile,2019,Total,Both Sexes,30,Estimate - de facto,"Final figure, complete",2019,309458
Chile,2019,Total,Both Sexes,30 - 34,Estimate - de facto,"Final figure, complete",2019,1499763
Chile,2019,Total,Both Sexes,31,Estimate - de facto,"Final figure, complete",2019,305322
Chile,2019,Total,Both Sexes,32,Estimate - de facto,"Final figure, complete",2019,300420
Chile,2019,Total,Both Sexes,33,Estimate - de facto,"Final figure, complete",2019,295290
Chile,2019,Total,Both Sexes,34,Estimate - de facto,"Final figure, complete",2019,289273
Chile,2019,Total,Both Sexes,35,Estimate - de facto,"Final figure, complete",2019,282455
Chile,2019,Total,Both Sexes,35 - 39,Estimate - de facto,"Final figure, complete",2019,1337374
Chile,2019,Total,Both Sexes,36,Estimate - de facto,"Final figure, complete",2019,275060
Chile,2019,Total,Both Sexes,37,Estimate - de facto,"Final figure, complete",2019,267000
Chile,2019,Total,Both Sexes,38,Estimate - de facto,"Final figure, complete",2019,259241
Chile,2019,Total,Both Sexes,39,Estimate - de facto,"Final figure, complete",2019,253618
Chile,2019,Total,Both Sexes,40,Estimate - de facto,"Final figure, complete",2019,250642
Chile,2019,Total,Both Sexes,40 - 44,Estimate - de facto,"Final figure, complete",2019,1248220
Chile,2019,Total,Both Sexes,41,Estimate - de facto,"Final figure, complete",2019,249719
Chile,2019,Total,Both Sexes,42,Estimate - de facto,"Final figure, complete",2019,249515
Chile,2019,Total,Both Sexes,43,Estimate - de facto,"Final figure, complete",2019,249205
Chile,2019,Total,Both Sexes,44,Estimate - de facto,"Final figure, complete",2019,249139
Chile,2019,Total,Both Sexes,45,Estimate - de facto,"Final figure, complete",2019,248997
Chile,2019,Total,Both Sexes,45 - 49,Estimate - de facto,"Final figure, complete",2019,1244453
Chile,2019,Total,Both Sexes,46,Estimate - de facto,"Final figure, complete",2019,248822
Chile,2019,Total,Both Sexes,47,Estimate - de facto,"Final figure, complete",2019,248630
Chile,2019,Total,Both Sexes,48,Estimate - de facto,"Final figure, complete",2019,248801
Chile,2019,Total,Both Sexes,49,Estimate - de facto,"Final figure, complete",2019,249203
Chile,2019,Total,Both Sexes,50,Estimate - de facto,"Final figure, complete",2019,249851
Chile,2019,Total,Both Sexes,50 - 54,Estimate - de facto,"Final figure, complete",2019,1251192
Chile,2019,Total,Both Sexes,51,Estimate - de facto,"Final figure, complete",2019,250465
Chile,2019,Total,Both Sexes,52,Estimate - de facto,"Final figure, complete",2019,250938
Chile,2019,Total,Both Sexes,53,Estimate - de facto,"Final figure, complete",2019,250687
Chile,2019,Total,Both Sexes,54,Estimate - de facto,"Final figure, complete",2019,249251
Chile,2019,Total,Both Sexes,55,Estimate - de facto,"Final figure, complete",2019,246140
Chile,2019,Total,Both Sexes,55 - 59,Estimate - de facto,"Final figure, complete",2019,1179313
Chile,2019,Total,Both Sexes,56,Estimate - de facto,"Final figure, complete",2019,241569
Chile,2019,Total,Both Sexes,57,Estimate - de facto,"Final figure, complete",2019,236509
Chile,2019,Total,Both Sexes,58,Estimate - de facto,"Final figure, complete",2019,231023
Chile,2019,Total,Both Sexes,59,Estimate - de facto,"Final figure, complete",2019,224072
Chile,2019,Total,Both Sexes,60,Estimate - de facto,"Final figure, complete",2019,215466
Chile,2019,Total,Both Sexes,60 - 64,Estimate - de facto,"Final figure, complete",2019,976578
Chile,2019,Total,Both Sexes,61,Estimate - de facto,"Final figure, complete",2019,205672
Chile,2019,Total,Both Sexes,62,Estimate - de facto,"Final figure, complete",2019,195287
Chile,2019,Total,Both Sexes,63,Estimate - de facto,"Final figure, complete",2019,184981
Chile,2019,Total,Both Sexes,64,Estimate - de facto,"Final figure, complete",2019,175172
Chile,2019,Total,Both Sexes,65,Estimate - de facto,"Final figure, complete",2019,166154
Chile,2019,Total,Both Sexes,65 - 69,Estimate - de facto,"Final figure, complete",2019,747573
Chile,2019,Total,Both Sexes,66,Estimate - de facto,"Final figure, complete",2019,157826
Chile,2019,Total,Both Sexes,67,Estimate - de facto,"Final figure, complete",2019,149453
Chile,2019,Total,Both Sexes,68,Estimate - de facto,"Final figure, complete",2019,141022
Chile,2019,Total,Both Sexes,69,Estimate - de facto,"Final figure, complete",2019,133118
Chile,2019,Total,Both Sexes,70,Estimate - de facto,"Final figure, complete",2019,126048
Chile,2019,Total,Both Sexes,70 - 74,Estimate - de facto,"Final figure, complete",2019,566780
Chile,2019,Total,Both Sexes,71,Estimate - de facto,"Final figure, complete",2019,119505
Chile,2019,Total,Both Sexes,72,Estimate - de facto,"Final figure, complete",2019,113307
Chile,2019,Total,Both Sexes,73,Estimate - de facto,"Final figure, complete",2019,107172
Chile,2019,Total,Both Sexes,74,Estimate - de facto,"Final figure, complete",2019,100748
Chile,2019,Total,Both Sexes,75,Estimate - de facto,"Final figure, complete",2019,93829
Chile,2019,Total,Both Sexes,75 - 79,Estimate - de facto,"Final figure, complete",2019,401029
Chile,2019,Total,Both Sexes,76,Estimate - de facto,"Final figure, complete",2019,86804
Chile,2019,Total,Both Sexes,77,Estimate - de facto,"Final figure, complete",2019,79820
Chile,2019,Total,Both Sexes,78,Estimate - de facto,"Final figure, complete",2019,73301
Chile,2019,Total,Both Sexes,79,Estimate - de facto,"Final figure, complete",2019,67275
Chile,2019,Total,Both Sexes,80,Estimate - de facto,"Final figure, complete",2019,451266
Chile,2019,Total,Both Sexes,80 +,Estimate - de facto,"Final figure, complete",2019,451266
China,2010,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,1332810869
China,2010,Total,Both Sexes,0,Census - de jure - complete tabulation,"Final figure, complete",2012,13786434
China,2010,Total,Both Sexes,0 - 4,Census - de jure - complete tabulation,"Final figure, complete",2012,75532610
China,2010,Total,Both Sexes,1,Census - de jure - complete tabulation,"Final figure, complete",2012,15657955
China,2010,Total,Both Sexes,2,Census - de jure - complete tabulation,"Final figure, complete",2012,15617375
China,2010,Total,Both Sexes,3,Census - de jure - complete tabulation,"Final figure, complete",2012,15250805
China,2010,Total,Both Sexes,4,Census - de jure - complete tabulation,"Final figure, complete",2012,15220041
China,2010,Total,Both Sexes,5,Census - de jure - complete tabulation,"Final figure, complete",2012,14732137
China,2010,Total,Both Sexes,5-Sep,Census - de jure - complete tabulation,"Final figure, complete",2012,70881549
China,2010,Total,Both Sexes,6,Census - de jure - complete tabulation,"Final figure, complete",2012,14804470
China,2010,Total,Both Sexes,7,Census - de jure - complete tabulation,"Final figure, complete",2012,13429161
China,2010,Total,Both Sexes,8,Census - de jure - complete tabulation,"Final figure, complete",2012,13666956
China,2010,Total,Both Sexes,9,Census - de jure - complete tabulation,"Final figure, complete",2012,14248825
China,2010,Total,Both Sexes,10,Census - de jure - complete tabulation,"Final figure, complete",2012,14454357
China,2010,Total,Both Sexes,Oct-14,Census - de jure - complete tabulation,"Final figure, complete",2012,74908462
China,2010,Total,Both Sexes,11,Census - de jure - complete tabulation,"Final figure, complete",2012,13935714
China,2010,Total,Both Sexes,12,Census - de jure - complete tabulation,"Final figure, complete",2012,15399559
China,2010,Total,Both Sexes,13,Census - de jure - complete tabulation,"Final figure, complete",2012,15225032
China,2010,Total,Both Sexes,14,Census - de jure - complete tabulation,"Final figure, complete",2012,15893800
China,2010,Total,Both Sexes,15,Census - de jure - complete tabulation,"Final figure, complete",2012,18024484
China,2010,Total,Both Sexes,15 - 19,Census - de jure - complete tabulation,"Final figure, complete",2012,99889114
China,2010,Total,Both Sexes,16,Census - de jure - complete tabulation,"Final figure, complete",2012,18790521
China,2010,Total,Both Sexes,17,Census - de jure - complete tabulation,"Final figure, complete",2012,20775369
China,2010,Total,Both Sexes,18,Census - de jure - complete tabulation,"Final figure, complete",2012,20755274
China,2010,Total,Both Sexes,19,Census - de jure - complete tabulation,"Final figure, complete",2012,21543466
China,2010,Total,Both Sexes,20,Census - de jure - complete tabulation,"Final figure, complete",2012,28026954
China,2010,Total,Both Sexes,20 - 24,Census - de jure - complete tabulation,"Final figure, complete",2012,127412518
China,2010,Total,Both Sexes,21,Census - de jure - complete tabulation,"Final figure, complete",2012,26556649
China,2010,Total,Both Sexes,22,Census - de jure - complete tabulation,"Final figure, complete",2012,24474192
China,2010,Total,Both Sexes,23,Census - de jure - complete tabulation,"Final figure, complete",2012,25695955
China,2010,Total,Both Sexes,24,Census - de jure - complete tabulation,"Final figure, complete",2012,22658768
China,2010,Total,Both Sexes,25,Census - de jure - complete tabulation,"Final figure, complete",2012,19933683
China,2010,Total,Both Sexes,25 - 29,Census - de jure - complete tabulation,"Final figure, complete",2012,101013852
China,2010,Total,Both Sexes,26,Census - de jure - complete tabulation,"Final figure, complete",2012,19709177
China,2010,Total,Both Sexes,27,Census - de jure - complete tabulation,"Final figure, complete",2012,19480836
China,2010,Total,Both Sexes,28,Census - de jure - complete tabulation,"Final figure, complete",2012,22322147
China,2010,Total,Both Sexes,29,Census - de jure - complete tabulation,"Final figure, complete",2012,19568009
China,2010,Total,Both Sexes,30,Census - de jure - complete tabulation,"Final figure, complete",2012,18928369
China,2010,Total,Both Sexes,30 - 34,Census - de jure - complete tabulation,"Final figure, complete",2012,97138203
China,2010,Total,Both Sexes,31,Census - de jure - complete tabulation,"Final figure, complete",2012,19866458
China,2010,Total,Both Sexes,32,Census - de jure - complete tabulation,"Final figure, complete",2012,19474874
China,2010,Total,Both Sexes,33,Census - de jure - complete tabulation,"Final figure, complete",2012,18179478
China,2010,Total,Both Sexes,34,Census - de jure - complete tabulation,"Final figure, complete",2012,20689024
China,2010,Total,Both Sexes,35,Census - de jure - complete tabulation,"Final figure, complete",2012,21186516
China,2010,Total,Both Sexes,35 - 39,Census - de jure - complete tabulation,"Final figure, complete",2012,118025959
China,2010,Total,Both Sexes,36,Census - de jure - complete tabulation,"Final figure, complete",2012,22906980
China,2010,Total,Both Sexes,37,Census - de jure - complete tabulation,"Final figure, complete",2012,23990208
China,2010,Total,Both Sexes,38,Census - de jure - complete tabulation,"Final figure, complete",2012,24730460
China,2010,Total,Both Sexes,39,Census - de jure - complete tabulation,"Final figure, complete",2012,25211795
China,2010,Total,Both Sexes,40,Census - de jure - complete tabulation,"Final figure, complete",2012,27397219
China,2010,Total,Both Sexes,40 - 44,Census - de jure - complete tabulation,"Final figure, complete",2012,124753964
China,2010,Total,Both Sexes,41,Census - de jure - complete tabulation,"Final figure, complete",2012,24956297
China,2010,Total,Both Sexes,42,Census - de jure - complete tabulation,"Final figure, complete",2012,27032542
China,2010,Total,Both Sexes,43,Census - de jure - complete tabulation,"Final figure, complete",2012,21355748
China,2010,Total,Both Sexes,44,Census - de jure - complete tabulation,"Final figure, complete",2012,24012158
China,2010,Total,Both Sexes,45,Census - de jure - complete tabulation,"Final figure, complete",2012,23962574
China,2010,Total,Both Sexes,45 - 49,Census - de jure - complete tabulation,"Final figure, complete",2012,105594553
China,2010,Total,Both Sexes,46,Census - de jure - complete tabulation,"Final figure, complete",2012,23355778
China,2010,Total,Both Sexes,47,Census - de jure - complete tabulation,"Final figure, complete",2012,26972157
China,2010,Total,Both Sexes,48,Census - de jure - complete tabulation,"Final figure, complete",2012,20075084
China,2010,Total,Both Sexes,49,Census - de jure - complete tabulation,"Final figure, complete",2012,11228960
China,2010,Total,Both Sexes,50,Census - de jure - complete tabulation,"Final figure, complete",2012,14097008
China,2010,Total,Both Sexes,50 - 54,Census - de jure - complete tabulation,"Final figure, complete",2012,78753171
China,2010,Total,Both Sexes,51,Census - de jure - complete tabulation,"Final figure, complete",2012,12838832
China,2010,Total,Both Sexes,52,Census - de jure - complete tabulation,"Final figure, complete",2012,16617709
China,2010,Total,Both Sexes,53,Census - de jure - complete tabulation,"Final figure, complete",2012,18351980
China,2010,Total,Both Sexes,54,Census - de jure - complete tabulation,"Final figure, complete",2012,16847642
China,2010,Total,Both Sexes,55,Census - de jure - complete tabulation,"Final figure, complete",2012,17610528
China,2010,Total,Both Sexes,55 - 59,Census - de jure - complete tabulation,"Final figure, complete",2012,81312474
China,2010,Total,Both Sexes,56,Census - de jure - complete tabulation,"Final figure, complete",2012,17738127
China,2010,Total,Both Sexes,57,Census - de jure - complete tabulation,"Final figure, complete",2012,16093888
China,2010,Total,Both Sexes,58,Census - de jure - complete tabulation,"Final figure, complete",2012,16167933
China,2010,Total,Both Sexes,59,Census - de jure - complete tabulation,"Final figure, complete",2012,13701998
China,2010,Total,Both Sexes,60,Census - de jure - complete tabulation,"Final figure, complete",2012,13618204
China,2010,Total,Both Sexes,60 - 64,Census - de jure - complete tabulation,"Final figure, complete",2012,58667282
China,2010,Total,Both Sexes,61,Census - de jure - complete tabulation,"Final figure, complete",2012,13029125
China,2010,Total,Both Sexes,62,Census - de jure - complete tabulation,"Final figure, complete",2012,11276853
China,2010,Total,Both Sexes,63,Census - de jure - complete tabulation,"Final figure, complete",2012,10791633
China,2010,Total,Both Sexes,64,Census - de jure - complete tabulation,"Final figure, complete",2012,9951467
China,2010,Total,Both Sexes,65,Census - de jure - complete tabulation,"Final figure, complete",2012,9073411
China,2010,Total,Both Sexes,65 - 69,Census - de jure - complete tabulation,"Final figure, complete",2012,41113282
China,2010,Total,Both Sexes,66,Census - de jure - complete tabulation,"Final figure, complete",2012,8640965
China,2010,Total,Both Sexes,67,Census - de jure - complete tabulation,"Final figure, complete",2012,7942141
China,2010,Total,Both Sexes,68,Census - de jure - complete tabulation,"Final figure, complete",2012,7740868
China,2010,Total,Both Sexes,69,Census - de jure - complete tabulation,"Final figure, complete",2012,7715897
China,2010,Total,Both Sexes,70,Census - de jure - complete tabulation,"Final figure, complete",2012,7389412
China,2010,Total,Both Sexes,70 - 74,Census - de jure - complete tabulation,"Final figure, complete",2012,32972397
China,2010,Total,Both Sexes,71,Census - de jure - complete tabulation,"Final figure, complete",2012,6265718
China,2010,Total,Both Sexes,72,Census - de jure - complete tabulation,"Final figure, complete",2012,6893225
China,2010,Total,Both Sexes,73,Census - de jure - complete tabulation,"Final figure, complete",2012,6343869
China,2010,Total,Both Sexes,74,Census - de jure - complete tabulation,"Final figure, complete",2012,6080173
China,2010,Total,Both Sexes,75,Census - de jure - complete tabulation,"Final figure, complete",2012,5632477
China,2010,Total,Both Sexes,75 - 79,Census - de jure - complete tabulation,"Final figure, complete",2012,23852133
China,2010,Total,Both Sexes,76,Census - de jure - complete tabulation,"Final figure, complete",2012,5175500
China,2010,Total,Both Sexes,77,Census - de jure - complete tabulation,"Final figure, complete",2012,5082383
China,2010,Total,Both Sexes,78,Census - de jure - complete tabulation,"Final figure, complete",2012,4254858
China,2010,Total,Both Sexes,79,Census - de jure - complete tabulation,"Final figure, complete",2012,3706915
China,2010,Total,Both Sexes,80,Census - de jure - complete tabulation,"Final figure, complete",2012,3737259
China,2010,Total,Both Sexes,80 - 84,Census - de jure - complete tabulation,"Final figure, complete",2012,13373198
China,2010,Total,Both Sexes,81,Census - de jure - complete tabulation,"Final figure, complete",2012,2816693
China,2010,Total,Both Sexes,82,Census - de jure - complete tabulation,"Final figure, complete",2012,2757918
China,2010,Total,Both Sexes,83,Census - de jure - complete tabulation,"Final figure, complete",2012,2237138
China,2010,Total,Both Sexes,84,Census - de jure - complete tabulation,"Final figure, complete",2012,1824190
China,2010,Total,Both Sexes,85,Census - de jure - complete tabulation,"Final figure, complete",2012,1648160
China,2010,Total,Both Sexes,85 - 89,Census - de jure - complete tabulation,"Final figure, complete",2012,5631928
China,2010,Total,Both Sexes,86,Census - de jure - complete tabulation,"Final figure, complete",2012,1344215
China,2010,Total,Both Sexes,87,Census - de jure - complete tabulation,"Final figure, complete",2012,1065276
China,2010,Total,Both Sexes,88,Census - de jure - complete tabulation,"Final figure, complete",2012,858879
China,2010,Total,Both Sexes,89,Census - de jure - complete tabulation,"Final figure, complete",2012,715398
China,2010,Total,Both Sexes,90,Census - de jure - complete tabulation,"Final figure, complete",2012,553805
China,2010,Total,Both Sexes,90 - 94,Census - de jure - complete tabulation,"Final figure, complete",2012,1578307
China,2010,Total,Both Sexes,91,Census - de jure - complete tabulation,"Final figure, complete",2012,371079
China,2010,Total,Both Sexes,92,Census - de jure - complete tabulation,"Final figure, complete",2012,287676
China,2010,Total,Both Sexes,93,Census - de jure - complete tabulation,"Final figure, complete",2012,209291
China,2010,Total,Both Sexes,94,Census - de jure - complete tabulation,"Final figure, complete",2012,156456
China,2010,Total,Both Sexes,95,Census - de jure - complete tabulation,"Final figure, complete",2012,117522
China,2010,Total,Both Sexes,95 - 99,Census - de jure - complete tabulation,"Final figure, complete",2012,369979
China,2010,Total,Both Sexes,96,Census - de jure - complete tabulation,"Final figure, complete",2012,90889
China,2010,Total,Both Sexes,97,Census - de jure - complete tabulation,"Final figure, complete",2012,68648
China,2010,Total,Both Sexes,98,Census - de jure - complete tabulation,"Final figure, complete",2012,54689
China,2010,Total,Both Sexes,99,Census - de jure - complete tabulation,"Final figure, complete",2012,38231
China,2010,Total,Both Sexes,100 +,Census - de jure - complete tabulation,"Final figure, complete",2012,35934
Colombia,2005,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2008,41468384
Colombia,2005,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,41174853
Colombia,2005,Total,Both Sexes,0,Census - de facto - complete tabulation,"Final figure, complete",2008,856763
Colombia,2005,Total,Both Sexes,0,Census - de jure - complete tabulation,"Final figure, complete",2009,855931
Colombia,2005,Total,Both Sexes,0 - 4,Census - de facto - complete tabulation,"Final figure, complete",2008,4108861
Colombia,2005,Total,Both Sexes,0 - 4,Census - de jure - complete tabulation,"Final figure, complete",2009,4105983
Colombia,2005,Total,Both Sexes,1,Census - de facto - complete tabulation,"Final figure, complete",2008,816117
Colombia,2005,Total,Both Sexes,1,Census - de jure - complete tabulation,"Final figure, complete",2009,815629
Colombia,2005,Total,Both Sexes,1-Apr,Census - de jure - complete tabulation,"Final figure, complete",2009,3250052
Colombia,2005,Total,Both Sexes,2,Census - de facto - complete tabulation,"Final figure, complete",2008,809719
Colombia,2005,Total,Both Sexes,2,Census - de jure - complete tabulation,"Final figure, complete",2009,809219
Colombia,2005,Total,Both Sexes,3,Census - de facto - complete tabulation,"Final figure, complete",2008,804164
Colombia,2005,Total,Both Sexes,3,Census - de jure - complete tabulation,"Final figure, complete",2009,803665
Colombia,2005,Total,Both Sexes,4,Census - de facto - complete tabulation,"Final figure, complete",2008,822098
Colombia,2005,Total,Both Sexes,4,Census - de jure - complete tabulation,"Final figure, complete",2009,821539
Colombia,2005,Total,Both Sexes,5,Census - de facto - complete tabulation,"Final figure, complete",2008,877291
Colombia,2005,Total,Both Sexes,5,Census - de jure - complete tabulation,"Final figure, complete",2009,876569
Colombia,2005,Total,Both Sexes,5-Sep,Census - de facto - complete tabulation,"Final figure, complete",2008,4295913
Colombia,2005,Total,Both Sexes,5-Sep,Census - de jure - complete tabulation,"Final figure, complete",2009,4290594
Colombia,2005,Total,Both Sexes,6,Census - de facto - complete tabulation,"Final figure, complete",2008,857376
Colombia,2005,Total,Both Sexes,6,Census - de jure - complete tabulation,"Final figure, complete",2009,856559
Colombia,2005,Total,Both Sexes,7,Census - de facto - complete tabulation,"Final figure, complete",2008,834995
Colombia,2005,Total,Both Sexes,7,Census - de jure - complete tabulation,"Final figure, complete",2009,834008
Colombia,2005,Total,Both Sexes,8,Census - de facto - complete tabulation,"Final figure, complete",2008,856367
Colombia,2005,Total,Both Sexes,8,Census - de jure - complete tabulation,"Final figure, complete",2009,855129
Colombia,2005,Total,Both Sexes,9,Census - de facto - complete tabulation,"Final figure, complete",2008,869884
Colombia,2005,Total,Both Sexes,9,Census - de jure - complete tabulation,"Final figure, complete",2009,868329
Colombia,2005,Total,Both Sexes,10,Census - de facto - complete tabulation,"Final figure, complete",2008,888174
Colombia,2005,Total,Both Sexes,10,Census - de jure - complete tabulation,"Final figure, complete",2009,886239
Colombia,2005,Total,Both Sexes,Oct-14,Census - de facto - complete tabulation,"Final figure, complete",2008,4339046
Colombia,2005,Total,Both Sexes,Oct-14,Census - de jure - complete tabulation,"Final figure, complete",2009,4325890
Colombia,2005,Total,Both Sexes,11,Census - de facto - complete tabulation,"Final figure, complete",2008,878515
Colombia,2005,Total,Both Sexes,11,Census - de jure - complete tabulation,"Final figure, complete",2009,876117
Colombia,2005,Total,Both Sexes,12,Census - de facto - complete tabulation,"Final figure, complete",2008,857485
Colombia,2005,Total,Both Sexes,12,Census - de jure - complete tabulation,"Final figure, complete",2009,854887
Colombia,2005,Total,Both Sexes,13,Census - de facto - complete tabulation,"Final figure, complete",2008,859409
Colombia,2005,Total,Both Sexes,13,Census - de jure - complete tabulation,"Final figure, complete",2009,856426
Colombia,2005,Total,Both Sexes,14,Census - de facto - complete tabulation,"Final figure, complete",2008,855463
Colombia,2005,Total,Both Sexes,14,Census - de jure - complete tabulation,"Final figure, complete",2009,852221
Colombia,2005,Total,Both Sexes,15,Census - de facto - complete tabulation,"Final figure, complete",2008,839300
Colombia,2005,Total,Both Sexes,15,Census - de jure - complete tabulation,"Final figure, complete",2009,836142
Colombia,2005,Total,Both Sexes,15 - 19,Census - de facto - complete tabulation,"Final figure, complete",2008,3933754
Colombia,2005,Total,Both Sexes,15 - 19,Census - de jure - complete tabulation,"Final figure, complete",2009,3885257
Colombia,2005,Total,Both Sexes,16,Census - de facto - complete tabulation,"Final figure, complete",2008,816298
Colombia,2005,Total,Both Sexes,16,Census - de jure - complete tabulation,"Final figure, complete",2009,813114
Colombia,2005,Total,Both Sexes,17,Census - de facto - complete tabulation,"Final figure, complete",2008,784913
Colombia,2005,Total,Both Sexes,17,Census - de jure - complete tabulation,"Final figure, complete",2009,781493
Colombia,2005,Total,Both Sexes,18,Census - de facto - complete tabulation,"Final figure, complete",2008,761447
Colombia,2005,Total,Both Sexes,18,Census - de jure - complete tabulation,"Final figure, complete",2009,746788
Colombia,2005,Total,Both Sexes,19,Census - de facto - complete tabulation,"Final figure, complete",2008,731796
Colombia,2005,Total,Both Sexes,19,Census - de jure - complete tabulation,"Final figure, complete",2009,707720
Colombia,2005,Total,Both Sexes,20,Census - de facto - complete tabulation,"Final figure, complete",2008,756567
Colombia,2005,Total,Both Sexes,20,Census - de jure - complete tabulation,"Final figure, complete",2009,734101
Colombia,2005,Total,Both Sexes,20 - 24,Census - de facto - complete tabulation,"Final figure, complete",2008,3641839
Colombia,2005,Total,Both Sexes,20 - 24,Census - de jure - complete tabulation,"Final figure, complete",2009,3560869
Colombia,2005,Total,Both Sexes,21,Census - de facto - complete tabulation,"Final figure, complete",2008,722902
Colombia,2005,Total,Both Sexes,21,Census - de jure - complete tabulation,"Final figure, complete",2009,705077
Colombia,2005,Total,Both Sexes,22,Census - de facto - complete tabulation,"Final figure, complete",2008,717486
Colombia,2005,Total,Both Sexes,22,Census - de jure - complete tabulation,"Final figure, complete",2009,702547
Colombia,2005,Total,Both Sexes,23,Census - de facto - complete tabulation,"Final figure, complete",2008,734617
Colombia,2005,Total,Both Sexes,23,Census - de jure - complete tabulation,"Final figure, complete",2009,720785
Colombia,2005,Total,Both Sexes,24,Census - de facto - complete tabulation,"Final figure, complete",2008,710267
Colombia,2005,Total,Both Sexes,24,Census - de jure - complete tabulation,"Final figure, complete",2009,698359
Colombia,2005,Total,Both Sexes,25,Census - de facto - complete tabulation,"Final figure, complete",2008,722964
Colombia,2005,Total,Both Sexes,25,Census - de jure - complete tabulation,"Final figure, complete",2009,712383
Colombia,2005,Total,Both Sexes,25 - 29,Census - de facto - complete tabulation,"Final figure, complete",2008,3280767
Colombia,2005,Total,Both Sexes,25 - 29,Census - de jure - complete tabulation,"Final figure, complete",2009,3241664
Colombia,2005,Total,Both Sexes,26,Census - de facto - complete tabulation,"Final figure, complete",2008,688950
Colombia,2005,Total,Both Sexes,26,Census - de jure - complete tabulation,"Final figure, complete",2009,679902
Colombia,2005,Total,Both Sexes,27,Census - de facto - complete tabulation,"Final figure, complete",2008,639801
Colombia,2005,Total,Both Sexes,27,Census - de jure - complete tabulation,"Final figure, complete",2009,632690
Colombia,2005,Total,Both Sexes,28,Census - de facto - complete tabulation,"Final figure, complete",2008,631703
Colombia,2005,Total,Both Sexes,28,Census - de jure - complete tabulation,"Final figure, complete",2009,624851
Colombia,2005,Total,Both Sexes,29,Census - de facto - complete tabulation,"Final figure, complete",2008,597349
Colombia,2005,Total,Both Sexes,29,Census - de jure - complete tabulation,"Final figure, complete",2009,591838
Colombia,2005,Total,Both Sexes,30,Census - de facto - complete tabulation,"Final figure, complete",2008,609252
Colombia,2005,Total,Both Sexes,30,Census - de jure - complete tabulation,"Final figure, complete",2009,604024
Colombia,2005,Total,Both Sexes,30 - 34,Census - de facto - complete tabulation,"Final figure, complete",2008,2917290
Colombia,2005,Total,Both Sexes,30 - 34,Census - de jure - complete tabulation,"Final figure, complete",2009,2895677
Colombia,2005,Total,Both Sexes,31,Census - de facto - complete tabulation,"Final figure, complete",2008,571830
Colombia,2005,Total,Both Sexes,31,Census - de jure - complete tabulation,"Final figure, complete",2009,567398
Colombia,2005,Total,Both Sexes,32,Census - de facto - complete tabulation,"Final figure, complete",2008,571086
Colombia,2005,Total,Both Sexes,32,Census - de jure - complete tabulation,"Final figure, complete",2009,566877
Colombia,2005,Total,Both Sexes,33,Census - de facto - complete tabulation,"Final figure, complete",2008,591697
Colombia,2005,Total,Both Sexes,33,Census - de jure - complete tabulation,"Final figure, complete",2009,587503
Colombia,2005,Total,Both Sexes,34,Census - de facto - complete tabulation,"Final figure, complete",2008,573425
Colombia,2005,Total,Both Sexes,34,Census - de jure - complete tabulation,"Final figure, complete",2009,569875
Colombia,2005,Total,Both Sexes,35,Census - de facto - complete tabulation,"Final figure, complete",2008,603120
Colombia,2005,Total,Both Sexes,35,Census - de jure - complete tabulation,"Final figure, complete",2009,599586
Colombia,2005,Total,Both Sexes,35 - 39,Census - de facto - complete tabulation,"Final figure, complete",2008,2919161
Colombia,2005,Total,Both Sexes,35 - 39,Census - de jure - complete tabulation,"Final figure, complete",2009,2903378
Colombia,2005,Total,Both Sexes,36,Census - de facto - complete tabulation,"Final figure, complete",2008,590852
Colombia,2005,Total,Both Sexes,36,Census - de jure - complete tabulation,"Final figure, complete",2009,587432
Colombia,2005,Total,Both Sexes,37,Census - de facto - complete tabulation,"Final figure, complete",2008,582679
Colombia,2005,Total,Both Sexes,37,Census - de jure - complete tabulation,"Final figure, complete",2009,579532
Colombia,2005,Total,Both Sexes,38,Census - de facto - complete tabulation,"Final figure, complete",2008,573337
Colombia,2005,Total,Both Sexes,38,Census - de jure - complete tabulation,"Final figure, complete",2009,570229
Colombia,2005,Total,Both Sexes,39,Census - de facto - complete tabulation,"Final figure, complete",2008,569173
Colombia,2005,Total,Both Sexes,39,Census - de jure - complete tabulation,"Final figure, complete",2009,566599
Colombia,2005,Total,Both Sexes,40,Census - de facto - complete tabulation,"Final figure, complete",2008,583996
Colombia,2005,Total,Both Sexes,40,Census - de jure - complete tabulation,"Final figure, complete",2009,581227
Colombia,2005,Total,Both Sexes,40 - 44,Census - de facto - complete tabulation,"Final figure, complete",2008,2732504
Colombia,2005,Total,Both Sexes,40 - 44,Census - de jure - complete tabulation,"Final figure, complete",2009,2721239
Colombia,2005,Total,Both Sexes,41,Census - de facto - complete tabulation,"Final figure, complete",2008,550315
Colombia,2005,Total,Both Sexes,41,Census - de jure - complete tabulation,"Final figure, complete",2009,548033
Colombia,2005,Total,Both Sexes,42,Census - de facto - complete tabulation,"Final figure, complete",2008,564450
